external_urls,followers,genres,id,name,popularity,uri,related_artists
https://open.spotify.com/artist/7f4ignuCJhLXfZ9giKT7rH,7470561,"k-pop, k-pop boy group",7f4ignuCJhLXfZ9giKT7rH,NCT 127,70,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,1gBUSTR3TyDdTVFIaQnc02
https://open.spotify.com/artist/5U05AU34EcZ8pfohg2dicI,601017,"french hip hop, pop urbaine, rap francais",5U05AU34EcZ8pfohg2dicI,UZI,65,spotify:artist:5U05AU34EcZ8pfohg2dicI,"0LKAV3zJ8a8AIGnyc5OvfB, 6HCBnyTBSLdb3TFn2ayulY"
https://open.spotify.com/artist/75VKfyoBlkmrJFDqo1o2VY,2959764,"afrobeats, nigerian pop",75VKfyoBlkmrJFDqo1o2VY,Fireboy DML,71,spotify:artist:75VKfyoBlkmrJFDqo1o2VY,"4ovtyvs7j1jSmwhkBGHqSr, 0a1SidMjD8D6EHvJph4n2H, 1E5hfn5BduN2nnoZCJmUVG, 3zaDigUwjHvjOkSn0NDf9x, 4JM1zsVj1pt38Q8mhv5teI, 1X6cBGnXpEpN7CmflLKmLV"
https://open.spotify.com/artist/4ptGOXi053ILmLfMcIG2hB,33575,,4ptGOXi053ILmLfMcIG2hB,DJ JZ,65,spotify:artist:4ptGOXi053ILmLfMcIG2hB,"5PtqDNfEbT1c8wnGce6EIE, 1hPg0YVHOP4dizsVCYCnIA, 7u9115faVQY8xNrCXqY0zx, 11rNmgKeDd6wHHvvhzPHH9, 34kJWuUS4hNN1MkqiIG0dS"
https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,37174988,"puerto rican pop, reggaeton, trap latino, urbano latino",1i8SpTcr7yvPOmcqrbnVXY,Ozuna,87,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,"329e4yvIujISKGKz1BZZbO, 1SupJlEpv7RS2tPNRaHViT, 0eHQ9o50hj6ZDNBt6Ys1sD, 1vyhD5VmyZ7KMfW5gqLgo5, 3E6xrwgnVfYCrCs0ePERDz, 77ziqFxp5gaInVrF2lj4ht, 21451j1KhjAiaYKflxBjr1, 0tmwSHipWxN12fsoLcFU3B, 4VMYDCV2IEDYJArk749S6m, 1r4hJ1h58CWwUQe3MxPuau, 2R21vXR83lH98kGeO99Y66, 4SsVbpTthjScTS7U2hmr1X, 1GDbiv3spRmZ1XdM1jQbT7, 3EiLUeyEcA6fbRPSHkG5kb, 7iK8PXO48WeuP03g8YR51W, 47MpMsUfWtgyIIBEFOr4FE, 14zUHaJZo1mnYtn6IBRaRP, 4bw2Am3p9ji3mYsXNXtQcd, 1wZtkThiXbVNtj6hee6dz9, 3RtNN1VnooWEn3KQk03DUL"
https://open.spotify.com/artist/2E5bmPbkiGhZ3ZK798zFIb,2960,,2E5bmPbkiGhZ3ZK798zFIb,Dauner,65,spotify:artist:2E5bmPbkiGhZ3ZK798zFIb,"0pVHBkObr9UNIWpms1e4I0, 2SRd7Kx7xWkZjoaFKgEreg, 5RgzUZORebl59TcvCRZsD2, 2HIP5sNZWkrPgSBWRk8XpA, 2WmxTCUVOyGsqn4GA7VxuC"
https://open.spotify.com/artist/0ocHleb3SllGNQQcDH35Xz,299773,corrido,0ocHleb3SllGNQQcDH35Xz,Herencia De Grandes,66,spotify:artist:0ocHleb3SllGNQQcDH35Xz,"0V10XqRWsn8EGBwzCVAE7V, 5mbxtnt9L2GGY2ebz6Xdew, 3p8PwzenE7ktd4BVFuQzMD, 5aZppZ1lCv3Y09RuunlN1a"
https://open.spotify.com/artist/3LKXWvXFWrkwUzJWxzwVpW,3753843,"reggaeton, urbano latino",3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,72,spotify:artist:3LKXWvXFWrkwUzJWxzwVpW,"7tU1VKOuxiNZwBZC6RHidA, 5fJsY7afrbsyzJj9wdzJMh, 1pgDilWYDWLoOgGjf1iHNu, 0GgyFUpOyzWDRDqx8FCTDN, 4IMAo2UQchVFyPH24PAjUs, 21451j1KhjAiaYKflxBjr1, 6XFITTl7cFTdopDY3lUdlY, 3SUT1jjM5hzZj9TLfLZGIP"
https://open.spotify.com/artist/1gBUSTR3TyDdTVFIaQnc02,7807843,k-pop boy group,1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,73,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,"7f4ignuCJhLXfZ9giKT7rH, 3KonOYiLsU53m4yT7gNotP, 2jOm3cYujQx6o1dxuiuqaX"
https://open.spotify.com/artist/2cy1zPcrFcXAJTP0APWewL,1602806,"cubaton, electro latino, latin hip hop, latin pop, reparto",2cy1zPcrFcXAJTP0APWewL,Gente De Zona,70,spotify:artist:2cy1zPcrFcXAJTP0APWewL,"5NS0854TqZQVoRmJKSWtFZ, 1ackd5XprZEkH3McKbQD51, 5DUlefCLzVRzNWaNURTFpK, 5fJsY7afrbsyzJj9wdzJMh"
https://open.spotify.com/artist/0qxiHjDHTVwI9Q1pcU5jxQ,16560,musica de fondo,0qxiHjDHTVwI9Q1pcU5jxQ,Lluvia del Bosque,72,spotify:artist:0qxiHjDHTVwI9Q1pcU5jxQ,
https://open.spotify.com/artist/6qhOH2mrlqUDod9sWA5kR2,3288962,"bolero, cancion melodica, latin pop, ranchera",6qhOH2mrlqUDod9sWA5kR2,Leo Dan,71,spotify:artist:6qhOH2mrlqUDod9sWA5kR2,"2UFqwY8A3PLcx8pAkg9g5P, 2Cy7KBSkqu7otJfuMTWT7Y, 5RwfJb8wxN1fuodcPORVxP, 2uyweLa0mvPZH6eRzDddeB"
https://open.spotify.com/artist/2uyweLa0mvPZH6eRzDddeB,4526219,"cancion melodica, latin pop, ranchera",2uyweLa0mvPZH6eRzDddeB,Rocío Dúrcal,70,spotify:artist:2uyweLa0mvPZH6eRzDddeB,"41ESHLayJ5sDKjAOv6cMhe, 73c2MjCAFNyKYIs7nBlqG2, 6qhOH2mrlqUDod9sWA5kR2, 2Cy7KBSkqu7otJfuMTWT7Y, 2MRBDr0crHWE5JwPceFncq, 2UFqwY8A3PLcx8pAkg9g5P, 5RwfJb8wxN1fuodcPORVxP, 3tJnB0s6c3oXPq1SCCavnd"
https://open.spotify.com/artist/6O2zJ0tId7g07yzHtX0yap,2147263,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",6O2zJ0tId7g07yzHtX0yap,Mobb Deep,66,spotify:artist:6O2zJ0tId7g07yzHtX0yap,"4VmEWwd8y9MCLwexFMdpwt, 20qISvAhX20dpIbOOzGK3q"
https://open.spotify.com/artist/3l4fsEzoeabsET7ddv0lZW,129114,"funk mandelao, funk mtg, phonk brasileiro",3l4fsEzoeabsET7ddv0lZW,Mc Delux,72,spotify:artist:3l4fsEzoeabsET7ddv0lZW,"0rb23mC6LLZ3o15qcdSzjx, 0ivrHNM8urVaCkgRX8rtKH, 3rt96VXGtEgD4uSOJ6B69H, 4hV3aU0WKvFaiX5ugXP5hp, 6QwlKB1hO357wh5oNuuInl, 6U0dJxYVB41L8WDZ02Nwuk, 4DWPOsGWbW7sBHb1UuBvWs"
https://open.spotify.com/artist/1OAjDaKgg00KCUYqDe68un,921179,"eurodance, italo dance",1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,72,spotify:artist:1OAjDaKgg00KCUYqDe68un,"3iMzbvXlgNUpoFccD60bvr, 5ENS85nZShljwNgg4wFD7D, 3v6Ji4uoWtKRkhuDUaxi9n, 5XTxV2ifoYkmNb13Gb6cKz, 0HlxL5hisLf59ETEPM3cUA"
https://open.spotify.com/artist/00x1fYSGhdqScXBRpSj3DW,441284,pop soul,00x1fYSGhdqScXBRpSj3DW,Olivia Dean,67,spotify:artist:00x1fYSGhdqScXBRpSj3DW,"3ETLPQkcEd7z4k3IbZmXMq, 1ooV8YZC1KbpEcrmI8WH0F, 1uiEZYehlNivdK3iQyAbye"
https://open.spotify.com/artist/6CXEwIaXYfVJ84biCxqc9k,11789097,"filmi, modern bollywood",6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,73,spotify:artist:6CXEwIaXYfVJ84biCxqc9k,"4W91bbPB2CTSsHwt7eqNl7, 61if35zz1W11GejEkxTLEQ, 6Mv8GjQa7LKUGCAqa9qqdb, 5cB4d4jPYjMT326sjihQ4m, 71hjb5G92mGoKRSAW3Cj00, 5T2I75UlGBcWd5nVyfmL13, 6ohaQzKaXrobAL8paLSaxq, 19LIHDDSHBD5NyYHI3gpzB, 0sSxphmGskGCKlwB9xa6WU, 0L5GV6LN8SWWUWIdBbTLTZ, 4xd7mLI7urqrxELaXhAvzw, 1dVygo6tRFXC8CSWURQJq2, 3eDT9fwXKuHWFvgZaaYC5v, 3ZxZ03fj3tXBZHZWzvaLSM, 5GnnSrwNCGyfAU4zuIytiS"
https://open.spotify.com/artist/3TGeuw7OmACouH5JAKkX7I,2620979,"mexican hip hop, trap mexicano",3TGeuw7OmACouH5JAKkX7I,MC Davo,68,spotify:artist:3TGeuw7OmACouH5JAKkX7I,"1QhaqxeqF9sipS2gwbEKpu, 0U5RYP2HMdGv2GhicLhkOI, 66RfYVdftqnuHRicyClgL0, 2N2aJ1SXQxMkhHD8C6fhYD, 6eXHRfK9Ad3IpMpSAqvcDf, 2hejA1Dkf8v8R0koF44FvW"
https://open.spotify.com/artist/1X6cBGnXpEpN7CmflLKmLV,3172395,"afrobeats, afropop, azontobeats, nigerian pop",1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,70,spotify:artist:1X6cBGnXpEpN7CmflLKmLV,"4JM1zsVj1pt38Q8mhv5teI, 4ovtyvs7j1jSmwhkBGHqSr, 75VKfyoBlkmrJFDqo1o2VY, 3zaDigUwjHvjOkSn0NDf9x, 0a1SidMjD8D6EHvJph4n2H"
https://open.spotify.com/artist/4NEYQeEYBUjfaXgDQGvFvu,5431026,"latin arena pop, latin pop",4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,70,spotify:artist:4NEYQeEYBUjfaXgDQGvFvu,"4uoz4FUMvpeyGClFTTDBsD, 7xeM7V59cA1X8GKyKKQV87, 2tY2GFdhH0Wa2VBvsxew5X, 7FZj349hdLfD6qzXkJLuAh, 1JbemQ1fPt2YmSLjAFhPBv, 0LALueHEQunQ2d61fXGeZh, 2gRP1Ezbtj3qrERnd0XasU, 2AZOALDIBORfbzKTuliwdJ, 7Hf9AwMO37bSdxHb0FBGmO, 7mWCSSOYqm4E9mB7V4ot6S, 0UWZUmn7sybxMCqrw9tGa7, 1mux8L6xg2Cmrc7k0wQczl, 0h1zs4CTlU9D2QtgPxptUD, 2O3v9rCTzLhPFaGaAVgZLt, 5sUrlPAHlS9NEirDB8SEbF"
https://open.spotify.com/artist/7Lmrb6KcIzfkmgbtokjsAL,5105323,"arrocha, batidao romantico, funk carioca, funk mtg, funk paulista",7Lmrb6KcIzfkmgbtokjsAL,Mc Don Juan,76,spotify:artist:7Lmrb6KcIzfkmgbtokjsAL,"1cYhx7ZOhYoVmnDPb9KMwo, 1etNnR2SdlelBQAICa2Q5m, 1Bp5RHQ2K9k986YoxNvACB, 4maKTxhTIDEnWKra7wEIMR, 3Nipsl6GVwwGyeAk0J29C6, 7me0S5Z40qVWj3gzyK8aC3, 1mvpEXClANunyiHFtAXCxt, 5ncITNKBT3RMa1U2NsuE7V, 1SZXYhJz4sqEss888VmWLP, 0pcoadNMmvrUyab1RxWBoV, 5s27i7oqhNWIcE4HeoVdq0, 27mVhYvJa7apj1zCoZ9TF2, 04QHNiih9ZesPvals6II1h"
https://open.spotify.com/artist/14L5rpGTLVUz1pD8fUeJB1,157144,lilith,14L5rpGTLVUz1pD8fUeJB1,Eliza Doolittle,69,spotify:artist:14L5rpGTLVUz1pD8fUeJB1,"4fwuXg6XQHfdlOdmw36OHa, 13saZpZnCDWOI9D4IJhp1f"
https://open.spotify.com/artist/2jnIB6XdLvnJUeNTy5A0J2,3708181,"boy band, pop",2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,66,spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,"7gAppWoH7pcYmphCVTXkzs, 5Rl15oVamLq7FbSb0NNBNy, 5JZ7CnR6gTvEMKX4g70Amv, 3gIRvgZssIb9aiirIg0nI3, 5IH6FPUwQTxPSXurCrcIov, 4GvEc3ANtPPjt1ZJllr5Zl, 1Hsdzj7Dlq2I7tHP7501T4, 5p7f24Rk5HkUZsaS3BLG5F"
https://open.spotify.com/artist/4etuCZVdP8yiNPn4xf0ie5,3051046,latin pop,4etuCZVdP8yiNPn4xf0ie5,Julio Iglesias,71,spotify:artist:4etuCZVdP8yiNPn4xf0ie5,"5RwfJb8wxN1fuodcPORVxP, 2Cy7KBSkqu7otJfuMTWT7Y, 7fAKtXSdNInWAIf0jVUz65"
https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,88761512,"detroit hip hop, hip hop, rap",7dGJo4pcD2V6oG8kP0tJRR,Eminem,93,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,"6DPYiyq5kWVQS4RGwxzPC7, 3q7HBObVc0L8jNeTe5Gofh, 7hJcb9fa4alzcOq3EaNPoG, 1ZwdS5xdxEREPySFridCfh, 3Mcii5XWf6E0lrY3Uky4cA, 1HwM5zlC5qNWhJtM00yXzG, 5me0Irg2ANcsgc93uaYrpb, 246dkjvS1zLTtiykXe5h60, 55Aa2cqylxrFIXC767Z865, 6XyY86QOPPrYVGvF9ch6wz, 2YZyLoL8N0Wb9xBt1NhZWg, 4MCBfE4596Uoi2O4DtmEMz, 5K4W6rqBFWDnAN6FQUkS6x, 15UsOTVnJzReFVN1VCnxy4, 4EnEZVjo3w1cwcQYePccay, 3TVXtAsR1Inumwj472S9r4, 3nFkdlSjzX9mRTtwJOzDYB, 6fOMl44jA4Sp5b9PpYCkzz"
https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,22320195,"pop, r&b, rap",7tYKF4w9nC0nq9CsPZTHyP,SZA,89,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,"57LYzLEk2LcFghVwuWbcuS, 3Y7RZ31TRPVadSFVy1o8os, 5ZS223C6JyBfXasXxrRqOk, 3tlXnStJ1fFhdScmQeLpuG, 0cGUm45nv7Z6M6qdXYQGTX, 20wkVLutqVOYrc0kxFs7rA, 2h93pZq0e7k5yf4dywlkpM, 2EMAnMvWE2eb56ToJVfCWs, 1U1el3k54VvEUzo3ybLPlM, 2HPaUgqeutzr3jx5a9WyDV, 57vWImR43h4CaDao012Ofp, 181bsRPaVXVlUKXrxwZfHK, 7HkdQ0gt53LP4zmHsL0nap, 4fxd5Ee7UefO4CUXgwJ7IP, 78rUTD7y6Cy67W1RVzYs7t, 4V8LLVI7PbaPR0K2TGSxFF, 5cj0lLjcoR7YOSnhnX0Po5, 360IAlyVv4PCEVjgyMZrxK, 3LZZPxNDGDFVSIPqf4JuEf, 08PvCOlef4xdOr20jFSTPd"
https://open.spotify.com/artist/3YCKuqpv9nCsIhJ2v8SMix,3660343,"ccm, christian music, worship",3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,75,spotify:artist:3YCKuqpv9nCsIhJ2v8SMix,"26T4yOaOoFJvUvxR87Y9HO, 58r1rB5t3VF5X6yXGPequV, 1bdnGJxkbIIys5Jhk1T74v, 5d1JhBfyb58upMXCZOdbQu, 6y7frW1RUq3XBBXbYowVpk, 3SgHzT552wy2W8pNLaLk24, 74cb3MG0x0BOnYNW1uXYnM"
https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,13635807,"glam rock, mellow gold, piano rock, rock",3PhoLpVuITZKcymswpck5b,Elton John,83,spotify:artist:3PhoLpVuITZKcymswpck5b,"6zFYqv1mOsgBRQbae3JJ9e, 3iDD7bnsjL9J4fO298r0L0, 77tT1kLj6mCWtFNqiOmP9H, 4STHEaNw4mPZ2tzheohgXB, 2y8Jo9CKhJvtfeKOsYzRdT, 0ECwFtbIWEVNwjlrfc6xoL, 4x1nvY2FN8jxqAFA0DA02H, 7jefIIksOi1EazgRTfW2Pk, 0oSGxfWSnnOXhD2fKuz2Gy, 1LZEQNv7sE11VDY3SdxQeN, 4lxfqrEsLX6N1N4OCSkILp, 08GQAI4eElDnROBrJRGE0X, 70cRZdQywnSFp9pnc2WTCE, 3oDbviiivRWhXwIE8hxkVV, 7mEIug7XUlQHikrFxjTWes, 0PFtn5NtBbbUNbU9EAmIWF, 39T6qqI0jDtSWWioX8eGJz, 5NGO30tJxFlKixkPSgXcFE, 6IRouO5mvvfcyxtPDKMYFN, 67ea9eGLXYMsO2eYQRui3w"
https://open.spotify.com/artist/5t5FqBwTcgKTaWmfEbwQY9,9563464,"anime, k-pop boy group",5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,81,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,"0ghlgldX5Dd6720Q3qFyQB, 68KmkJeZGfwe1OUaivBa2L, 4hnHLgMSOiqERWBL4jINP1, 7nqOGRxlXj7N2JYbgNEjYH, 4SpbR6yFEvexJuaBpgAU5p, 2KC9Qb60EaY0kW4eH68vr3, 2dIgFjalVxs4ThymZ67YCE, 3KonOYiLsU53m4yT7gNotP, 28ot3wh4oNmoFOdVajibBl, 6RHTUrRF63xao58xh9FXYJ, 2jOm3cYujQx6o1dxuiuqaX, 6YVMFz59CuY7ngCxTxjpxE"
https://open.spotify.com/artist/6BRxQ8cD3eqnrVj6WKDok8,152082,modern country pop,6BRxQ8cD3eqnrVj6WKDok8,Ella Langley,70,spotify:artist:6BRxQ8cD3eqnrVj6WKDok8,"1ZGTSMjK1D2HrpPTOh916U, 5Ppie0uPnbnvGBYRwYmlt0, 4sCKpwwEsgReZxjtKFm2A0, 6tPHARSq45lQ8BSALCfkFC, 4GGfAshSkqoxpZdoaHm7ky, 4NYMUsIcUUsBHbV9DICa5x"
https://open.spotify.com/artist/5nGIFgo0shDenQYSE0Sn7c,4627278,alternative metal,5nGIFgo0shDenQYSE0Sn7c,Evanescence,73,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,"2xiIXseIJcq3nG7C8fHeBj, 2NPduAUeLVsfIauhRwuft1, 5BtHciL0e0zOP7prIHn3pP, 4RddZ3iHvSpGV4dvATac9X, 6B5c4sch27tWHAGdarpPaW, 7iWiAD5LLKyiox2grgfmUT, 3TOqt5oJwL9BE2NG9MEwDa, 3RNrq3jvMZxD9ZyoOZbQOD, 0RqtSIYZmd4fiBKVFqyIqD, 2RTUTCvo6onsAnheUk3aL9, 74XFHRwlV6OrjEM0A2NCMF"
https://open.spotify.com/artist/0ECwFtbIWEVNwjlrfc6xoL,10881053,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",0ECwFtbIWEVNwjlrfc6xoL,Eagles,76,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,"6QtGlUje9TIkLrgPZrESuk, 39T6qqI0jDtSWWioX8eGJz, 485uL27bPomh29R4JmQehQ, 29kkCKKGXheHuoO829FxWK, 3lPQ2Fk5JOwGWAF3ORFCqH, 4tX2TplrkIP4v05BNC903e, 35U9lQaRWSQISxQAB94Meo, 3iDD7bnsjL9J4fO298r0L0, 6IRouO5mvvfcyxtPDKMYFN, 55vs7NT1KxcFjbMC4y202E, 4MVyzYMgTwdP7Z49wAZHx0, 0rvjqX7ttXeg3mTy8Xscbt, 34jw2BbxjoYalTp8cJFCPv"
https://open.spotify.com/artist/4GGfAshSkqoxpZdoaHm7ky,177179,modern country pop,4GGfAshSkqoxpZdoaHm7ky,ERNEST,73,spotify:artist:4GGfAshSkqoxpZdoaHm7ky,"4sCKpwwEsgReZxjtKFm2A0, 1ZGTSMjK1D2HrpPTOh916U, 5QNm7E7RU2m64l6Gliu8Oy, 3BEV5FcxOtkQJ7lLRKMh3V, 7HTLVyjNf0VRxfIgNcfRRH, 2QMsj4XJ7ne2hojxt6v5eb, 4NYMUsIcUUsBHbV9DICa5x, 3win9vGIxFfBRag9S63wwf, 0Z8XVUAOBPM4x12wKnFHEQ, 5Ppie0uPnbnvGBYRwYmlt0, 6BRxQ8cD3eqnrVj6WKDok8, 7kplJl06UmldxLKseURAYi, 0EyZDKtc41e4A3a3v69MxD"
https://open.spotify.com/artist/67hb7towEyKvt5Z8Bx306c,1569210,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,77,spotify:artist:67hb7towEyKvt5Z8Bx306c,"0SwO7SWeDHJijQ3XNS7xEE, 1xU878Z1QtBldR7ru9owdU, 4gwpcMTbLWtBUlOijbVpuu, 7gP3bB2nilZXLfPHJhMdvc, 536BYVgOnRky0xjsPT96zl, 4W48hZAnAHVOC2c8WH8pcq, 63MQldklfxkjYDoUE4Tppz, 3kVUvbeRdcrqQ3oHk5hPdx, 6n28c9qs9hNGriNa72b26u, 6nS5roXSAGhTGr34W6n7Et"
https://open.spotify.com/artist/3XxNRirzbjfLdDli06zMaB,2098140,"noise pop, pov: indie",3XxNRirzbjfLdDli06zMaB,Eyedress,76,spotify:artist:3XxNRirzbjfLdDli06zMaB,"1AbJ2cmwK400LSvdvBL5Jc, 0U7iI0Dk4Ojvi17nZboNO4, 0pg0Zm8FsGAYy5kdHuBnSo, 6FugQjLquBF4JzATRN70bR, 0m5FakHKCQdA7UN0PIzMcL, 6lcwlkAjBPSKnFBZjjZFJs, 7dIpKWlEeAljA20vFJ82RD, 5AyEXCtu3xnnsTGCo4RVZh, 0bC6e2YtIRLbKx2txHFmEo, 34me8hAxavRmcDIwhxa3b7, 0Y6dVaC9DZtPNH4591M42W, 02vrwnrNEeDRV96o9iPSYP, 5jTtGLk1mGFMY5lQOvJYUj, 3Oim8XBPbznAa8Jj8QzNc8, 3Sz7ZnJQBIHsXLUSo0OQtM, 1gl0S9pS0Zw0qfa14rDD3D"
https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,2215286,"celtic, gregorian dance, operatic pop",6uothxMWeLWIhsGeF7cyo4,Enya,71,spotify:artist:6uothxMWeLWIhsGeF7cyo4,"2mpeljBig2IXLXRAFO9AAs, 7t0rwkOPGlDPEhaOcVtOt9"
https://open.spotify.com/artist/7DkseLyOZrdRjCuoWFtqFi,1626734,"corrido, norteno, sad sierreno",7DkseLyOZrdRjCuoWFtqFi,Edicion Especial,68,spotify:artist:7DkseLyOZrdRjCuoWFtqFi,"0ocHleb3SllGNQQcDH35Xz, 3p8PwzenE7ktd4BVFuQzMD, 5NUPPRjsbXHNyVDrUESYeh, 0V10XqRWsn8EGBwzCVAE7V, 3441uYrkzgTWwjXLd13R0U, 4A4qYy2jK9DDN1OHV0nLkH, 2TSslwx9J30KElgEr68sdv, 7pESOE4dEq8Yk4OKlJa3pS, 1gW6pz5n1aK249L0GvfQCC"
https://open.spotify.com/artist/7iKgSlIINjat3bsCYiNMYX,253895,,7iKgSlIINjat3bsCYiNMYX,EBK Jaaybo,65,spotify:artist:7iKgSlIINjat3bsCYiNMYX,
https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,5336920,"ohio hip hop, pop rap",6TIYQ3jFPwQSRmorSezPxX,mgk,79,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,"6Ad91Jof8Niiw0lGLLi3NW, 4exLIFE8sISLr28sqG1qNX, 2cFrymmkijnjDg9SS92EPM, 6ASri4ePR7RlsvIQgWPJpS, 68DWke2VjdDmA75aJX5C57, 02kJSzxNuaWGqwubyUba0Z, 4xRYI6VqpkE3UwrDrAZL8L, 6fOMl44jA4Sp5b9PpYCkzz, 2tIP7SsRs7vjIcLrU85W8J, 6UBA15slIuadJ8h2lPRPos, 6C1ohJrd5VydigQtaGy5Wa, 46gyXjRIvN1NL1eCB8GBxo, 2CmaKO2zEGJ1NWpS1yfVGz, 1Ffb6ejR6Fe5IamqA5oRUF, 4NiJW4q9ichVqL1aUsgGAN"
https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw,11038219,"dance pop, latin pop, mexican pop",7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,78,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,"7slfeZO9LsJbWgpkIoXBUJ, 4V8Sr092TqfHkfAA5fXXqG, 0UWZUmn7sybxMCqrw9tGa7, 1JbemQ1fPt2YmSLjAFhPBv, 0TnOYISbd1XYRBk9myaseg, 23wEWD21D4TPYiJugoXmYb, 2DlGxzQSjYe5N6G9nkYghR, 1d6dwipPrsFSJVmFTTdFSS, 0EmeFodog0BfCgMzAIvKQp, 5gOJTI4TusSENizxhcG7jB, 2cy1zPcrFcXAJTP0APWewL, 2gRP1Ezbtj3qrERnd0XasU, 3MHaV05u0io8fQbZ2XPtlC, 5sUrlPAHlS9NEirDB8SEbF, 5NS0854TqZQVoRmJKSWtFZ, 4vhNDa5ycK0ST968ek7kRr, 1l7ZsJRRS8wlW3WfJfPfNS, 4U7lXyKdSf1JbM1aXvsodC, 0vR2qb8m9WHeZ5ByCbimq2"
https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,10737471,"corrido, corridos tumbados, sad sierreno, sierreno",0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,87,spotify:artist:0ys2OFYzWYB5hRDLCsBqxt,"3l9G1G9MxH6DaRhwLklaf5, 6Sbl0NT50roqWvy746MfVf, 2rmkQLzj0k4nZdQehOUByO, 0pePYDrJGk8gqMRbXrLJC8, 5eumcnUkdmGvkvcsx1WFNG, 1gW6pz5n1aK249L0GvfQCC, 0elWFr7TW8piilVRYJUe4P, 6dLuQ5qXxIuWc5urxfIiZR, 7Gi6gjaWy3DxyilpF1a8Is, 12GqGscKJx3aE4t07u7eVZ, 0T8Ix53aIN4F7aEKj4EnKy, 3Me35AWHCGqW4sZ7bWWJt1, 6pV5zH2LzjOUHaAvENdMMa, 0mA4dkNGiN4fqTBi2SLlAv, 0XeEobZplHxzM9QzFQWLiR, 44mEtidu0VdRkIqO4IbkNa, 34nbQa7Hug9DYkRJpfKNFv, 1Q6SZxTvaE3HhslV0iXbI6, 1gJdf4Yybu4X5A2xYV3NMV, 5xYNmNkaWRqu3e5F4UXME8"
https://open.spotify.com/artist/0my6Pg4I28dVcZLSpAkqhv,6178596,"banda, corrido, musica mexicana, norteno",0my6Pg4I28dVcZLSpAkqhv,El Fantasma,73,spotify:artist:0my6Pg4I28dVcZLSpAkqhv,"3hTffafUYLLgO4yuPAxb5U, 25UNJbwGZSQKvz5cPLWlv3, 2wC90WSKQd0BvdxJZ0mObr, 4J13m9IZh03PEhoxAxRhXO, 0vjeBgTzYTwmYoVySJzXGD, 0PrhwIWbqYFYyY2ZrkIWgI, 2Lxa3SFNEW0alfRvtdXOul, 6cnl6Jz97730GUS8zEAK77"
https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,10140572,"hip hop, pop rap",6fOMl44jA4Sp5b9PpYCkzz,NF,78,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,"2cFrymmkijnjDg9SS92EPM, 4xRYI6VqpkE3UwrDrAZL8L, 6C1ohJrd5VydigQtaGy5Wa, 6TIYQ3jFPwQSRmorSezPxX, 5icKdCmMhNMYoAzVBAWt39, 6DvlemMOlMH6VD9tB7BPRf, 5IH6FPUwQTxPSXurCrcIov, 02kJSzxNuaWGqwubyUba0Z, 2tIP7SsRs7vjIcLrU85W8J, 6UBA15slIuadJ8h2lPRPos, 5zixe6AbgXPqt4c1uSl94L, 4MCBfE4596Uoi2O4DtmEMz, 6s22t5Y3prQHyaHWUN1R1C, 6Ad91Jof8Niiw0lGLLi3NW, 3YQKmKGau1PzlVlkL1iodx"
